Адрес,Метро,Время до метро,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Год постройки,Тип жилья,Высота потолков,Санузел,Вид из окон,Ремонт,Мусоропровод,Количество лифтов,Тип дома,Тип перекрытий,Парковка,Отопление,Балкон/лоджия,Отделка,Этажность здания,Кол-во комнат
"Москва, ЮВАО, р-н Лефортово, Энергетическая ул., 8К1",Лефортово,8,12300000.0,336986.0,36.5,18.0,10.0,3,1951,Вторичка,3.2,1,На улицу,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,6,1
"Москва, ЮЗАО, р-н Ломоносовский, ул. Вавилова, 91К1",Новые Черёмушки,13,28500000.0,347561.0,82.0,45.0,10.0,6,1977,Вторичка,2.8,1,Во двор,Косметический,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,2,Неизвестно,9,3
"Москва, ЮЗАО, р-н Теплый Стан, ул. Академика Варги, 5",Тёплый Стан,5,23000000.0,287500.0,80.0,48.0,9.0,6,1994,Вторичка,2.64,1,На улицу и двор,Евроремонт,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,14,3
"Москва, ЮЗАО, р-н Коньково, Профсоюзная ул., 77",Беляево,8,13000000.0,272537.0,47.7,30.0,7.3,2,1969,Вторичка,2.64,1,На улицу,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮАО, р-н Москворечье-Сабурово, Пролетарский просп., 3",Кантемировская,15,11800000.0,316354.0,37.3,18.8,10.6,9,2002,Вторичка,2.66,1,На улицу,Евроремонт,Да,3,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,22,1
"Москва, СВАО, р-н Ростокино, ул. Вильгельма Пика",Ботанический сад,16,28000000.0,454545.0,61.6,24.6,18.6,23,2024,Новостройка,2.87,2,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,39,2
"Москва, ЦАО, р-н Тверской, Камергерский пер., 2",Охотный ряд,4,61000000.0,743902.0,82.0,67.0,13.940000000000001,5,1929,Вторичка,3.1,2,Во двор,Евроремонт,Нет,1,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,8,4
"Москва, СВАО, р-н Алтуфьевский, Путевой проезд, 26",Бибирево,5,9000000.0,204545.0,44.0,28.1,6.1,1,1969,Вторичка,2.87,1,Во двор,Евроремонт,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, СЗАО, р-н Северное Тушино, бул. Яна Райниса, 24К2",Сходненская,4,13990000.0,306798.0,45.6,27.8,7.0,4,1968,Вторичка,2.87,1,На улицу,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2
"Москва, Головинское ш., 10Б",Водный стадион,13,38000000.0,449704.0,84.5,49.855,14.365,16,2019,Вторичка,2.9,2,На улицу и двор,Дизайнерский,Нет,8,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,36,4
"Москва, ЦАО, р-н Тверской, 1-й Самотечный пер., 20/1к2",Достоевская,7,19700000.0,351786.0,56.0,33.04,5.5,1,1960,Вторичка,2.87,1,На улицу и двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3
"Москва, САО, р-н Левобережный, Ленинградское ш., 69к2",Беломорская,4,14799000.0,428957.0,34.5,18.0,6.0,7,2022,Вторичка,3.0,1,Во двор,Евроремонт,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,22,1
"Москва, ЮЗАО, р-н Академический, Профсоюзная ул., 9",Академическая,7,16500000.0,280612.0,58.8,39.7,10.0,1,1957,Вторичка,3.0,1,Во двор,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮЗАО, р-н Черемушки, Нахимовский просп., 41/45к1",Профсоюзная,8,14200000.0,385870.0,36.8,22.6,7.3,7,1962,Вторичка,2.6,1,Во двор,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЗАО, р-н Дорогомилово, Бережковская наб., 12",Киевская,12,40000000.0,547945.0,73.0,40.6,15.8,8,1952,Вторичка,3.3,1,Во двор,Дизайнерский,Да,1,Монолитный,Железобетонные,Наземная,Центральное,2,Неизвестно,15,2
"Москва, ЮЗАО, р-н Теплый Стан, Профсоюзная ул., 136К3",Коньково,9,9500000.0,289634.0,32.8,19.351999999999997,6.0,5,1972,Вторичка,2.64,1,Во двор,Косметический,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,1
"Москва, ЮАО, р-н Нагатинский затон, Затонная ул., 9К5",Кленовый бульвар,8,15990000.0,271017.0,59.0,44.0,6.0,5,1964,Вторичка,2.48,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3
"Москва, ЮЗАО, р-н Черемушки, Севастопольский просп., 28к9",Зюзино,12,29950000.0,399333.0,75.0,44.0,10.0,8,2022,Вторичка,2.8,2,Во двор,Евроремонт,Да,2,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,15,3
"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 141Ак5",Аннино,7,34000000.0,341709.0,99.5,54.7,19.4,23,2018,Вторичка,2.7,2,На улицу и двор,Дизайнерский,Да,3,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Неизвестно,25,3
"Москва, СВАО, р-н Отрадное, Сигнальный 16 жилой комплекс, 1.2",Владыкино,11,15250000.0,380299.0,40.1,24.0,10.0,11,2023,Вторичка,2.87,2,Во двор,Дизайнерский,Да,4,Панельный,Железобетонные,Подземная,Центральное,1,Неизвестно,33,2
"Москва, ЗАО, р-н Кунцево, ул. Академика Павлова, 28",Молодёжная,11,46500000.0,474490.0,98.0,59.0,21.0,9,2020,Вторичка,2.85,2,Во двор,Дизайнерский,Да,2,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,10,4
"Москва, САО, р-н Аэропорт, Северный административный округ, ул. 8 Марта, 11",Гражданская,7,14500000.0,300207.0,48.3,31.5,9.0,4,1968,Вторичка,2.87,1,На улицу и двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, СВАО, р-н Марьина роща, Октябрьский пер., 12",Достоевская,10,10990000.0,552261.0,19.9,13.0,3.0,13,1988,Вторичка,2.7,1,Во двор,Евроремонт,Нет,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,1
"Москва, ЮВАО, р-н Люблино, Краснодарская ул., 74к2",Люблино,4,13800000.0,236301.0,58.4,34.0,10.0,1,2003,Вторичка,2.74,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,2
"Москва, ЗАО, р-н Дорогомилово, пл. Победы, 1кЕ",Парк Победы,7,47500000.0,449385.0,105.7,74.2,9.7,4,1958,Вторичка,3.0,1,На улицу и двор,Без ремонта,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,8,4
"Москва, ЮЗАО, р-н Южное Бутово, ул. Адмирала Руднева, 14",Бунинская аллея,6,15000000.0,277778.0,54.0,30.0,9.0,10,2003,Вторичка,2.87,1,На улицу и двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,10,2
