Vremja_do_metro,Obschaja_ploschad,Zhilaja_ploschad,Ploschad_kuhni,Etazh,God_postrojki,Tip_zhilja,Vysota_potolkov,Sanuzel,Vid_iz_okon,Remont,Musoroprovod,Kolichestvo_liftov,Tip_doma,Tip_perekrytij,Parkovka,Otoplenie,Balkonlodzhija,Otdelka,Etazhnost_zdanija,Kolvo_komnat,shirota_doma,dolgota_doma,Rasstojanie_do_tsentra,Rasstojanie_do_metro,Okrug,Tsena_za_kvadrat_log
3,32.0,18.9,6.0,6,1970,Вторичка,2.6,1,На улицу,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.675676,37.725442,10.877727548030803,2.112103629951321,ЮВАО,12.642309412305092
10,70.5,41.595,11.985000000000001,2,2020,Вторичка,2.7,1,Во двор,Косметический,Нет,2,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,8,3,55.81083,37.569261,7.15252828545953,0.833885320755295,СВАО,12.691035697570433
3,75.1,45.9,10.2,15,2003,Вторичка,2.87,1,На улицу и двор,Евроремонт,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,3,55.678565,37.55929,9.210853808240431,0.23629418092152515,ЮЗАО,12.846594065416157
10,53.0,38.0,6.5,8,1979,Вторичка,2.64,1,Во двор,Без ремонта,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.813774,37.805994,13.400085707665154,0.6476088341566567,ВАО,12.270023494021997
11,57.8,29.8,14.2,12,1988,Вторичка,2.87,1,Во двор,Косметический,Да,2,Панельный,Нет информации,Наземная,Центральное,1,Неизвестно,16,2,55.740644,37.428082,12.202600764612331,0.7204358306338364,ЗАО,12.648894551292708
4,176.6,53.4,70.7,2,2024,Новостройка,3.91,3,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,6,3,55.76174,37.641494,1.5725367656209792,0.3828246822600836,ЦАО,14.3097438877951
13,36.7,22.6,7.4,3,1966,Вторичка,2.87,1,Во двор,Косметический,Да,1,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.87644,37.579681,13.92085788164455,0.985851583088496,САО,12.689273186214027
15,33.3,16.0,6.0,7,1969,Вторичка,2.6,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.644745,37.512353,13.912694810775763,0.8775949981264709,ЮЗАО,12.707847433775747
8,39.5,13.5,14.1,19,2024,Новостройка,3.0,1,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,34,1,55.658703,37.531092,11.982744296261462,0.6085447346733265,ЮЗАО,12.90552987578614
15,35.3,21.2,6.6,7,1971,Вторичка,2.87,1,Во двор,Евроремонт,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.723465,37.81875,12.864464820944224,0.8761321951642362,ВАО,12.631173700377419
13,57.0,18.0,24.0,4,2024,Новостройка,2.87,1,На улицу,Косметический,Да,1,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Без отделки,8,1,55.750753,37.649319,1.8042077764752513,0.7838370631025295,ЦАО,14.089947043665969
7,38.1,22.479,8.7,14,2002,Вторичка,2.74,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1,55.5489,37.53835,23.376655832950586,0.4888982666231141,НАО,12.643394883573997
6,97.8,57.702,16.626,10,2022,Вторичка,3.18,1,Во двор,Без ремонта,Да,2,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,10,3,55.725579,37.570348,4.456915500114834,0.46455494636654865,ЦАО,13.815500557914273
18,113.3,59.4,19.0,4,2020,Вторичка,3.0,3,На улицу,Без ремонта,Да,0,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,2,Неизвестно,5,4,55.796238,37.765561,10.237460559308046,1.3751948022933842,ВАО,12.65598835678821
2,50.9,30.5,8.2,13,2015,Вторичка,2.7,1,На улицу,Дизайнерский,Нет,2,Панельный,Нет информации,Наземная,Нет информации,1,Неизвестно,17,2,55.612706,37.697693,16.410516581289922,0.15490561469400405,ЮАО,12.450597968791934
13,173.17,58.5,39.8,17,2024,Новостройка,3.1,1,Во двор,Косметический,Да,4,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Предчистовая,17,3,55.704423,37.572207,6.275484806716266,0.8835283552194815,ЮЗАО,13.695600261291716
11,41.4,18.5,11.0,8,1988,Вторичка,2.87,1,Во двор,Косметический,Да,2,Панельный,Нет информации,Наземная,Центральное,1,Неизвестно,16,1,55.740644,37.428082,12.202600764612331,0.7204358306338364,ЗАО,12.731286263890846
3,44.0,29.4,6.0,4,1959,Вторичка,2.87,1,Во двор,Евроремонт,Нет,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.79181,37.798304,11.911215895899785,0.3200401556355301,ВАО,12.663209476412833
9,62.3,41.6,17.8,6,1946,Вторичка,3.2,1,Во двор,Дизайнерский,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,8,2,55.744541,37.548375,4.672569431958706,0.7639608425754634,ЦАО,13.204009721642066
9,83.73,49.4007,14.234100000000002,19,2024,Новостройка,2.87,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,20,3,55.803438,37.71468,8.082568600443468,0.8092675307210696,ВАО,12.918144617220458
9,178.6,105.374,21.0,14,2024,Вторичка,2.87,3,Во двор,Без ремонта,Да,2,Монолитно-кирпичный,Железобетонные,Многоуровневая,Центральное,1,Неизвестно,14,4,55.727273,37.57254,4.22670085699607,0.6874811562810168,ЦАО,14.651385279162664
9,113.89,59.3,16.0,12,2024,Новостройка,3.1,2,На улицу и двор,Косметический,Да,4,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Без отделки,35,3,55.751665,37.526295,5.952419911020226,0.6232297810699431,ЦАО,13.001893736052613
5,49.8,31.6,8.6,2,1952,Вторичка,3.0,1,Во двор,Косметический,Нет,0,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,4,2,55.712386,37.734344,8.469040424130375,0.6392333669214498,ЮВАО,12.480107010247329
9,50.5,30.8,8.5,6,1978,Вторичка,2.87,1,На улицу,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,2,55.799133,37.58305,5.602367550977477,0.7302046524691862,ЦАО,12.56768687110899
7,96.0,61.6,12.5,4,1966,Вторичка,2.87,1,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,12,3,55.735322,37.459693,10.33486736904465,0.4704104084052318,СЗАО,13.443842346055598
11,21.0,16.0,3.5700000000000003,14,2024,Вторичка,2.7,1,Во двор,Евроремонт,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,33,1,55.850555,37.602256,10.859371706252785,0.797075246159773,СВАО,12.89564092947284
10,69.4,36.2,14.8,12,2024,Новостройка,3.0,2,На улицу,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,18,3,55.55307,37.477696,24.079937696351518,0.966130645774964,НАО,11.994215166232932
10,37.4,24.0,7.0,6,1967,Вторичка,2.5,1,Во двор,Евроремонт,Да,2,Панельный,Железобетонные,Открытая,Центральное,1,Неизвестно,12,2,55.8191,37.651699,7.542707350630612,0.703858056368652,СВАО,12.966427438282922
27,37.0,12.0,17.0,2,2022,Вторичка,2.87,1,На улицу,Без ремонта,Да,1,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,22,1,55.855345,37.623474,11.329704678065935,1.4749067739927757,СВАО,12.85713140499014
14,39.0,21.0,9.0,8,1996,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1,55.653792,37.761815,14.205982902558688,0.9544566809895951,ЮВАО,12.484094457554292
20,88.9,45.9,20.3,21,2024,Новостройка,2.87,2,На улицу и двор,Косметический,Нет,4,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,41,3,55.756351,37.540748,5.0500547212438,0.6889554240819521,ЦАО,12.850822334814595
8,44.3,29.4,6.0,1,1975,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.710621,37.815211,13.103825000233801,0.6122874727615127,ЮВАО,12.322098582837443
4,52.0,28.0,12.0,17,2020,Вторичка,3.0,1,Во двор,Без ремонта,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,31,2,55.81217,37.738279,9.830963766089871,0.3728268222938178,ВАО,12.726466348882804
1,146.5,66.0,24.0,4,2008,Вторичка,3.0,2,Во двор,Дизайнерский,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,37,3,55.788576,37.678685,5.316174695589664,0.17609960097066207,ВАО,12.922828925062293
3,135.0,79.64999999999999,22.950000000000003,42,2020,Вторичка,3.9,1,На улицу,Дизайнерский,Да,4,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,78,3,55.751584,37.535305,5.3874560540564325,0.33769054923745523,ЦАО,13.458835614025542
5,85.0,50.15,14.450000000000001,4,1960,Вторичка,3.0,1,Во двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,3,55.839749,37.573483,10.045114860425453,0.591677953822944,САО,12.650004977861915
5,40.0,21.0,9.0,19,2023,Вторичка,2.7,1,Во двор,Евроремонт,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,23,1,55.690182,37.612317,7.0814018018326745,0.45293539034979774,ЮЗАО,12.886641043883259
5,38.1,23.3,6.4,12,1968,Вторичка,2.87,1,На улицу,Косметический,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.754081,37.813809,12.104410122031215,0.341857863828865,ВАО,12.554748683347368
1,166.0,103.0,20.0,3,2008,Вторичка,3.0,2,На улицу и двор,Евроремонт,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,37,4,55.788576,37.678685,5.316174695589664,0.17609960097066207,ВАО,13.021010376477246
1,75.2,44.0,10.0,10,1983,Вторичка,2.7,1,На улицу и двор,Без ремонта,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,22,3,55.89711,37.588853,16.105530523672662,0.15350481751127992,СВАО,12.385732329348315
